expmod,kurt,Li,count1,count2
240,0.5287,16.02,23.75,88.25
255,0.37977,22.239,26.75,90.75
285,0.7500399999999999,14.255,18.25,89.75
225,0.77491,18.244,24.0,89.75
240,0.3899,25.761,10.75,85.0
210,0.32442,15.081,19.5,74.5
195,0.57763,17.278,20.0,81.25
225,0.43553,11.831,15.25,80.5
225,0.41476,15.985,27.0,84.5
255,0.95003,14.839,20.25,85.25
225,0.51598,44.606,23.0,86.75
240,0.8526,15.413,20.0,90.75
225,0.39481,17.044,18.25,68.5
255,0.34982,16.087,22.0,92.0
225,0.45189,21.731,17.25,80.25
240,0.48519,16.032,21.0,80.5
255,0.42455,20.222,26.25,75.25
240,0.51583,15.042,25.25,85.5
255,0.77393,22.345,16.25,83.0
240,0.52857,19.709,18.25,84.5
270,0.37589,19.037,18.5,81.75
270,0.5649,17.559,18.0,84.25
255,0.8707299999999999,18.663,22.25,81.0
255,0.86403,11.698,20.25,75.0
255,0.26121,16.694000000000006,17.0,76.0
270,0.62055,16.814,25.75,91.0
240,0.63089,19.432,24.5,92.75
255,0.70634,18.325,23.0,84.0
240,0.4771,20.232,22.25,93.75
255,0.82576,25.053,29.75,86.25
240,0.4064,21.527,26.0,89.25
255,0.37256,18.28,22.5,89.0
210,9.0638,41.56399999999999,25.5,84.0
165,4.0787,15.01,33.5,88.5
195,9.1412,21.418000000000006,31.0,84.0
195,3.872,70.945,30.0,89.75
240,3.48,68.372,24.25,86.5
180,6.9517,23.588,25.0,84.75
195,3.2052,45.923,28.25,87.25
225,0.7971199999999999,20.399,30.0,88.25
270,0.6935600000000001,17.362000000000002,17.25,79.75
225,5.3039,69.874,31.5,93.25
180,2.2694,60.889,30.0,83.75
195,1.6921,15.12,30.5,86.25
120,10.228,62.587,22.0,87.5
195,6.6115,24.807,20.75,85.5
345,0.008645700000000001,12.856,27.75,88.5
165,7.9126,21.644,26.75,89.0
255,0.049552,15.441,28.75,95.5
240,8.7143,22.54,30.5,90.5
210,7.3932,15.634,25.75,81.5
240,4.3396,20.277,26.5,90.5
150,10.835,19.088,24.5,89.75
240,2.4803,17.308,31.0,90.75
45,16.254,22.487,26.75,89.0
135,4.043,60.027,28.0,87.5
180,7.6498,15.031,18.5,77.25
180,2.2744,66.779,33.25,88.75
195,2.0724,30.307,41.0,98.5
225,0.71613,73.025,19.5,81.0
15,19.977,11.848,32.75,88.75
240,7.8125,21.833,31.5,93.25
225,5.7969,42.474,23.5,87.5
285,1.0692,41.727,30.5,91.75
270,0.4799,11.765999999999998,23.25,92.0
255,1.2059,16.934,31.75,94.75
240,6.1974,64.686,31.0,89.0
240,12.02,16.544,27.75,87.0
105,14.981,17.842,27.25,83.25
240,7.8157,61.904,30.5,86.75
195,4.1745,39.337,31.75,90.75
195,12.008,26.634,16.25,84.25
30,17.896,23.69,27.5,83.0
195,8.095,61.46100000000001,31.75,88.25
240,0.39835,40.148,28.25,95.5
180,2.0384,20.464,24.5,89.0
150,9.4275,60.13399999999999,17.5,83.75
240,3.0469,15.461,19.25,85.75
225,0.758,11.743,28.5,85.0
45,20.511,23.137,27.25,88.25
105,7.9557,22.874,21.75,83.5
60,9.3386,68.736,18.75,70.75
285,0.47753,19.739,37.5,103.25
120,13.202,60.598,26.25,88.5
60,15.291,38.371,21.0,82.5
270,0.33319,17.112000000000002,34.25,82.75
255,1.1293,18.472,31.0,95.0
165,8.9155,20.124,22.0,89.0
195,6.3565,58.789,27.0,93.75
180,6.7981,70.434,17.25,99.0
225,1.0519,33.3,28.25,83.75
225,1.056,72.92699999999998,39.0,92.75
225,3.6483,29.159,33.25,89.5
180,3.1443,53.46100000000001,20.5,95.75
285,0.64327,70.663,38.5,94.75
210,0.13815,19.366,26.0,89.5
210,1.9073,68.664,31.5,91.0
195,1.7912,37.047,34.0,94.75
210,3.3873,39.892,28.75,88.0
210,3.5532,17.79,23.5,90.5
195,3.9731,18.823,33.25,91.0
255,-1.0747,66.122,40.5,106.25
255,-1.1031,71.877,49.5,105.75
240,-1.037,68.619,51.0,104.5
240,-0.49831,82.00299999999999,34.75,105.25
315,-1.1918,39.894,35.75,98.25
270,-1.1721,36.387,51.25,111.0
270,-1.1986,77.676,40.25,92.75
285,-1.0809,23.561,58.25,109.0
270,-1.1778,41.342,34.0,104.5
270,-0.965,62.736,43.75,97.0
300,-1.2517,48.63399999999999,26.75,95.75
285,-1.1743,34.287,34.0,99.75
285,-0.8508100000000001,52.582,50.75,100.0
270,-0.98866,55.63,38.0,102.25
270,-0.59941,48.611,39.75,90.0
255,-0.69611,40.057,34.75,103.0
270,-0.42791,49.055,49.5,107.5
255,-0.43912,59.31100000000001,38.0,105.25
255,-0.64289,63.232,42.75,105.75
225,-0.71081,36.421,32.75,98.75
240,-0.26264,37.606,53.5,111.0
225,0.93221,74.367,34.25,106.75
210,-0.75898,63.01600000000001,35.0,99.0
240,-0.20112,53.669,34.75,103.5
210,-0.19274,72.768,52.5,98.75
240,-0.21035,51.896,41.5,105.0
105,1.9364,26.576,20.75,73.75
90,-0.20317,58.249,46.25,103.0
105,0.099349,58.143,28.75,77.5
90,1.4448,27.841,21.5,79.0
120,0.8053100000000001,31.367,20.25,59.0
105,1.9449,38.972,16.5,63.75
150,0.44594,10.105,25.75,74.25
180,-0.35541,4.4062,25.25,72.75
135,-0.10987,9.0277,32.0,74.0
180,2.4534,4.2646,30.75,77.25
150,2.5097,6.7813,34.5,77.75
150,2.1288,5.2018,30.25,77.0
195,2.0055,4.547,33.25,78.75
315,0.8053,3.2668,38.5,76.5
300,1.1686,5.9915,39.75,88.0
240,0.88128,11.218,20.5,85.5
225,1.866,9.0865,32.0,88.0
195,0.98899,7.9052,30.25,78.25
240,0.28888,8.4217,46.25,90.75
225,0.8681700000000001,7.5031,36.5,90.5
240,-0.67184,43.772,59.25,98.0
225,-0.54067,103.18,35.25,100.0
240,-0.14632,14.835,36.75,100.75
225,0.26051,35.536,35.5,105.75
255,-0.8979799999999999,79.054,38.75,90.25
240,-0.095391,40.918,40.5,98.25
255,1.0099,70.882,60.0,111.0
255,-0.41433,33.972,49.25,105.0
345,-0.00066104,62.549,62.25,117.25
270,1.6256,60.35,63.0,108.0
210,-0.48662,42.326,58.25,116.25
255,-1.0954,43.682,36.0,88.25
285,-0.22096,50.969,32.5,91.75
210,-0.19975,45.675,57.0,110.25
210,-0.31336,87.594,33.75,99.25
195,-0.46462,53.967,50.75,99.75
195,-0.21616,85.825,43.5,100.75
195,-0.73407,62.675,63.25,108.25
150,0.48913,45.625,43.75,110.5
195,-0.6602100000000001,41.76300000000001,29.5,96.25
165,-0.18931,35.109,43.25,96.0
180,-0.99125,48.301,30.75,98.25
90,3.0394,28.83,25.75,77.25
150,0.73222,28.338,29.5,75.5
150,0.94464,11.834,19.25,63.5
135,0.35758,12.735,19.5,61.25
135,1.608,6.875,28.5,73.5
165,0.43762,3.4436,26.25,77.75
105,1.4616,2.9078,34.5,78.75
120,1.548,4.3026,34.5,77.25
105,2.22,4.255,34.25,80.0
120,2.5794,5.4437,33.0,78.75
120,1.6089,3.0959,31.75,78.5
195,1.4281,4.1577,32.75,78.25
240,0.53627,3.2486,35.75,81.75
255,0.39113,4.1567,31.75,86.5
285,0.86129,7.8034,28.25,87.5
240,1.1928,6.7106,31.25,86.25
255,1.7444,6.7824,25.5,82.75
255,1.7413,8.7934,24.25,89.0
240,1.0914,15.928,29.25,92.0
210,0.24002,9.2977,34.75,94.25
270,-0.60746,9.9951,42.25,91.75
225,1.3592,7.1807,36.75,91.25
225,0.84631,6.9725,34.0,92.25
255,2.7179,13.831,30.5,85.0
255,4.2527,13.815,23.25,87.5
270,-0.7489,7.6606,35.75,86.5
255,-0.53071,10.155,34.0,81.75
300,-0.70854,12.864,31.75,85.5
255,-0.62143,10.215,37.25,86.75
255,-0.53118,5.877000000000002,32.25,82.75
210,5.182,55.115,24.5,80.75
285,-0.47567,13.261,26.0,83.5
285,-0.60382,48.624,24.5,94.0
180,6.2752,49.972,23.5,86.25
195,5.122000000000001,30.776,26.75,74.5
255,1.0722,6.6236,26.0,79.5
285,0.34903,6.9714,26.5,85.5
210,3.8027,30.249,20.5,85.0
210,13.129,56.107,22.25,82.0
315,-0.4951,53.905,27.5,88.5
315,-0.23043,22.428,25.25,87.25
210,0.23255,6.3686,32.25,84.25
210,0.75871,7.3786,31.25,81.75
270,1.2681,9.1722,34.5,86.25
210,0.16591,5.9596,28.0,80.5
150,-0.27991,6.1912,25.5,79.25
240,0.64242,7.5379999999999985,32.25,85.25
270,0.010899,7.5675,25.5,78.5
285,0.092765,7.1486,28.75,80.25
225,-0.12753,7.4249,30.5,79.5
240,-0.015468,35.583,22.25,73.0
240,-0.29021,30.69,21.25,70.25
195,2.628,13.165,28.5,85.25
270,-0.56765,11.449000000000002,28.75,78.75
150,8.7821,30.475,14.5,77.5
120,10.434,53.768,12.0,71.0
120,9.3248,39.605,27.0,71.25
180,4.3788,46.185,18.0,76.75
150,5.377000000000002,33.957,26.0,79.75
135,8.0067,26.463,30.25,80.75
165,4.5154,41.593,26.0,73.0
255,2.2564,37.549,22.75,74.75
120,6.3357,27.19,14.5,74.5
120,10.425999999999998,25.777,13.0,50.5
120,9.7855,28.784,12.75,54.5
150,10.585,36.401,13.75,52.5
105,10.894,48.024,12.25,66.75
120,8.7531,27.854,29.5,71.0
120,7.7181,28.614,14.5,70.25
165,1.3395,26.517,18.5,62.75
135,8.2248,28.754,17.25,71.75
135,10.069,46.288,14.5,55.5
105,11.087,41.328,15.25,70.75
120,9.0517,33.006,25.5,76.0
120,8.6469,28.161,13.5,70.75
120,7.1015,30.169,14.25,57.75
120,7.0274,24.796,12.0,50.75
120,9.3382,28.887,15.5,66.25
120,10.299,51.858,14.75,52.75
90,11.806,31.854,14.25,64.0
135,8.3211,43.862,14.5,65.75
120,8.8046,30.181,13.75,49.25
135,7.295,17.316,14.75,69.25
120,8.6142,28.526,14.75,64.0
105,9.7883,27.146,14.75,61.5
105,8.8935,30.566,13.5,78.25
150,4.0589,29.963,14.5,73.0
150,8.261000000000001,27.957,14.25,63.0
120,8.5273,23.902,21.0,74.25
105,10.149,24.972,15.25,63.25
105,10.289,27.384,14.0,51.5
150,7.5602,30.849,14.25,56.0
135,4.7214,26.514,16.5,73.5
165,4.0188,21.266,16.75,62.25
90,8.73,32.397,13.25,50.5
165,2.9579,53.495,15.5,57.5
180,6.1042,29.047,15.5,82.0
165,4.2266,63.931,12.75,79.5
270,1.9421,38.336,28.0,81.5
180,2.6622,31.149,24.75,79.75
195,1.6912,18.478,28.5,85.0
180,6.1255,22.74,22.0,79.0
195,6.2994,32.03,16.75,67.0
165,6.2745,39.7,14.25,75.5
195,5.3141,33.53,19.25,86.0
165,7.0915,28.634,24.25,81.25
135,8.3417,19.781,17.25,64.5
135,9.5343,17.267,23.5,74.0
150,8.9044,37.822,15.25,71.75
165,3.7046,34.54,13.25,71.75
120,8.4661,34.979,15.75,82.25
135,9.1244,34.642,38.0,84.75
135,6.3398,36.527,15.25,75.5
120,8.9345,52.959,14.25,56.0
120,8.0471,37.94300000000001,30.0,72.25
135,6.8192,32.565,15.25,67.0
135,6.4585,27.597,14.25,70.0
165,4.5575,76.29,17.75,76.5
105,7.3527,40.981,11.25,61.0
165,6.8121,39.652,15.0,74.25
150,7.7969,25.866,15.0,70.0
135,6.4046,35.718,22.75,73.75
150,7.0549,26.866,18.75,80.5
150,8.0604,27.095,30.0,88.75
105,9.8754,42.887,37.75,97.75
120,7.7438,40.869,21.5,78.5
120,8.3278,26.521,24.75,73.5
150,7.1151,29.472,16.0,67.75
150,9.0439,36.005,13.5,62.25
135,6.6103,35.048,24.75,77.0
105,10.390999999999998,38.49800000000001,27.75,71.75
120,9.3173,48.029,15.5,79.75
150,7.5416,16.778,25.75,73.75
135,10.4,46.335,11.0,54.25
135,7.4681,43.22,11.25,70.25
150,4.4834,25.988000000000003,14.0,54.25
120,5.0368,30.569000000000006,32.25,76.75
120,7.8773,34.153,15.5,55.5
135,6.5207,18.046,15.5,76.0
120,7.6653,23.603,19.0,68.0
210,4.2741,18.352,18.5,74.5
135,3.9761,32.602,31.0,75.75
165,8.8694,54.919,14.0,53.25
120,8.6668,37.383,11.0,47.5
135,9.6993,22.702,13.75,68.0
120,9.4907,27.536,13.25,48.75
150,5.5641,32.707,14.75,58.75
120,6.502000000000002,27.54,15.25,59.0
150,8.9492,26.446,13.0,53.75
120,6.1171,36.125,18.0,79.0
135,7.8062,47.418,15.25,54.25
150,6.471,48.484,15.25,60.0
105,11.416,39.974,12.75,67.0
135,7.5411,47.272,12.75,50.5
135,7.9058,26.095,14.25,64.75
120,9.2988,26.273000000000003,21.5,70.25
120,9.4708,52.94600000000001,12.5,63.75
120,8.1994,47.69300000000001,13.75,63.5
105,8.7095,42.396,16.75,69.75
120,7.3635,40.78,14.5,54.5
150,3.4721,31.282,17.25,55.5
135,6.3582,26.156,15.0,61.25
120,6.3617,44.387,15.0,52.75
150,8.5388,31.827,15.0,51.0
120,9.0055,25.21,14.25,59.0
135,7.9934,23.511,14.75,58.75
150,7.577000000000001,26.618,14.75,68.5
105,9.5124,27.959,26.0,79.25
120,8.7062,34.709,13.5,64.0
135,10.093,62.247,14.25,59.25
150,4.333,33.709,15.25,71.0
135,7.1672,28.579,18.75,71.0
120,10.456,38.696,14.25,55.0
105,11.283,42.716,13.0,67.25
135,7.7303,38.84,16.25,72.0
120,9.1833,31.204,25.75,77.5
105,9.6526,43.899,14.25,67.0
135,6.8685,23.934,13.75,50.0
135,6.4253,24.755,13.0,50.0
120,9.0177,41.482,14.25,58.5
135,4.2846,31.354,12.25,58.5
105,9.9186,23.907,23.0,73.0
120,9.5259,54.894,16.5,64.0
105,9.3285,45.355,12.5,65.5
120,6.9535,24.791,14.25,67.25
120,8.8674,26.177,15.25,56.25
120,7.9642,24.452,14.25,48.25
105,8.9769,47.852,12.0,65.0
135,7.4939,42.028,32.5,73.5
120,8.4062,27.689,15.0,73.5
105,11.036,41.716,18.0,68.5
120,8.3481,40.054,15.25,47.0
135,8.2242,25.689,13.25,72.0
120,7.8941,27.583,15.5,70.0
135,6.7235,27.215,14.25,70.0
150,3.6875,9.8267,16.5,62.0
105,6.0406,26.577,15.0,68.25
150,7.9564,47.45399999999999,14.75,55.5
120,5.9099,36.05,27.0,68.25
135,7.9785,25.748,15.75,72.25
150,9.0597,60.098,17.5,65.75
105,9.2579,33.036,17.5,82.25
150,7.9628,26.564,31.25,84.5
120,9.2376,47.085,33.5,77.5
105,9.0117,49.654,26.0,83.5
135,6.7023,30.806,24.25,84.0
165,6.3428,50.175,30.25,84.25
120,7.6945,27.327,26.5,86.25
120,8.3014,73.385,22.25,91.5
135,12.164,31.52,11.5,70.5
135,7.2696,38.908,28.0,82.0
135,7.7494,23.857,23.0,84.0
165,7.3216,26.779,26.0,74.75
135,7.3607,45.67,25.0,81.0
90,11.397,35.789,34.75,84.25
135,8.0808,43.17,20.25,71.25
120,8.3576,29.76,30.25,72.0
150,8.16,31.858,31.5,80.5
135,8.5747,46.762,14.75,73.5
120,9.6144,39.506,13.25,77.25
120,8.6011,39.471,19.75,75.0
120,9.7127,37.255,22.25,69.5
105,9.2504,34.172,33.0,86.0
120,7.3315,44.393,16.25,78.25
135,7.9988,36.851,25.75,73.5
150,4.2165,57.099,17.5,78.5
150,1.4203,49.719,19.5,68.5
120,5.6786,44.232,14.25,58.5
150,3.2742,16.202,16.75,69.25
120,8.3763,40.807,15.75,70.25
120,9.5583,49.093,13.75,57.75
135,7.9309,34.031,14.5,59.75
165,7.824,59.767,14.25,66.25
105,10.211,45.08600000000001,13.5,76.5
105,8.5173,45.806,27.0,71.5
150,6.792999999999998,26.413,31.25,71.75
135,7.5367,30.233,13.0,54.0
135,7.0156,26.417,28.75,74.5
135,8.2937,24.789,13.25,58.25
150,6.6171,25.718000000000004,18.75,69.25
165,0.5030399999999999,61.57,17.0,73.75
165,1.237,65.248,21.0,77.75
240,-0.35563,52.581,29.25,82.75
150,-1.3295,75.222,21.25,90.0
225,-1.275,79.91,51.25,106.5
225,-1.2372,71.42,53.75,103.75
240,-1.3084,36.211,57.75,94.75
165,1.1608,23.447,21.5,84.5
330,-0.8269299999999999,21.639,28.25,79.75
330,-0.6438699999999999,65.807,21.75,85.5
330,-0.83799,20.843000000000004,28.75,88.75
330,-0.47914,27.541,28.5,84.5
300,-0.50908,51.952,31.0,86.0
300,-0.17315,23.569000000000006,27.75,91.0
285,0.062936,18.916,33.5,86.0
300,0.025082,60.142,19.75,94.5
360,0.29626,61.468,23.5,94.75
270,0.1294,57.45,30.75,90.25
195,0.7953100000000001,58.33,34.25,99.75
195,2.4391,37.585,15.5,88.0
180,0.73863,55.409,24.0,98.75
120,3.1293,53.224,26.0,91.25
165,4.1696,44.95,50.0,100.25
120,3.5409,36.862,38.25,99.75
240,1.9409,36.332,33.0,101.5
150,2.2635,31.103,26.0,83.5
195,4.5569,73.786,36.75,98.75
135,2.2146,36.195,22.75,104.0
150,2.0306,34.522,50.0,108.0
120,2.3568,60.195,48.5,101.75
135,1.2632,68.149,16.75,103.0
135,2.5855,34.845,24.5,99.5
195,4.6427,70.124,27.75,80.5
180,3.7528,38.578,28.5,101.75
210,5.5722,33.801,17.25,93.75
135,2.4425,67.803,25.5,92.75
135,2.171,29.884,17.0,77.25
120,5.4211,55.859,15.75,55.75
135,3.4652,34.728,18.5,76.25
150,2.6248,69.361,20.25,74.5
90,1.9178,72.979,12.5,62.75
120,2.955,46.708,22.25,72.5
120,1.4532,67.372,17.25,73.75
105,6.0823,50.50899999999999,17.75,61.5
105,4.7279,53.082,31.0,85.0
120,5.0121,50.363,15.75,61.5
150,5.1688,48.832,20.75,88.25
105,10.477,18.857,18.25,67.75
195,5.2504,32.757,18.0,68.75
135,8.8217,47.139,20.0,75.75
165,6.9346,28.031,14.5,63.25
135,8.4175,43.112,30.25,71.75
120,10.825,22.467,13.5,63.75
165,4.5553,13.505,18.0,70.0
120,7.7714,31.61,33.25,77.75
150,6.9093,20.445,22.0,75.0
120,9.6352,60.985,13.75,56.0
180,6.1493,37.492,22.25,74.75
165,7.5941,43.00100000000001,17.5,74.5
165,6.9213,53.069,16.0,93.25
180,2.8804,63.554,26.0,84.5
180,7.0334,60.869,34.25,99.25
165,4.6061,26.623,20.0,68.75
180,7.3835,73.161,31.75,81.75
150,6.0836,63.973,26.75,82.0
135,6.8005,28.451,27.75,72.25
165,7.4376,32.202,15.75,87.5
165,2.8429,40.26300000000001,21.25,80.0
150,1.0294,31.149,18.0,71.25
165,-0.00045112,63.70399999999999,20.25,76.75
165,0.013857,32.491,21.5,82.25
135,0.41363,53.74100000000001,21.5,71.75
195,-0.02246,21.475,26.75,83.5
225,-0.97986,28.028,22.5,71.0
210,-1.0852,33.367,23.5,82.75
240,-0.67911,34.456,16.5,76.75
210,-0.80004,22.276,21.25,77.5
135,0.054546,12.498,23.0,70.0
165,-0.13745,21.518,20.0,68.25
105,1.0973,30.845,16.5,61.75
90,0.87095,27.585,21.75,74.0
135,-0.17962,57.802,38.75,98.0
135,0.15072,60.49100000000001,24.25,90.75
120,0.17865,74.806,30.0,99.75
90,0.97134,30.181,19.25,66.75
90,1.2701,28.308000000000003,21.25,84.25
150,0.36992,45.46100000000001,26.0,90.25
120,-0.10298,19.289,16.75,75.75
105,0.60053,25.623,17.5,69.75
135,2.4672,62.629,35.75,94.75
135,-0.054232,50.21,31.25,87.5
135,0.06252,34.4,29.0,85.0
135,0.41351,25.357,21.25,79.5
105,0.053542999999999986,71.314,33.5,79.25
120,0.059024,51.679,16.0,83.0
120,0.89155,41.178,17.25,76.25
90,0.021211,27.354,16.0,67.0
120,0.59068,14.112,21.0,78.0
120,0.020046,27.153,15.75,71.0
150,0.14289000000000002,51.624,15.5,84.75
195,0.44543,76.074,21.75,94.25
150,0.8839899999999999,29.074,20.75,72.25
90,3.8582,28.036,18.75,66.25
120,0.42044,27.203000000000007,21.75,73.25
150,0.8834299999999999,13.495,23.25,69.0
75,1.4586,30.301,18.75,65.5
180,1.0095,43.851000000000006,23.75,79.75
90,1.1612,37.774,16.0,68.5
105,1.0475,38.606,17.5,67.5
75,0.55705,59.37600000000001,15.25,69.0
105,0.63608,14.2,13.75,61.25
90,1.3723,19.743,20.5,83.5
135,2.4504,58.784,14.0,80.25
165,1.2295,13.890999999999998,17.5,66.5
60,2.9761,42.184,18.75,63.0
75,2.8103,25.996,16.0,53.75
90,3.3752,36.617,14.75,74.0
75,3.2843,45.418,14.75,59.5
90,3.0227,17.551,17.75,63.5
75,3.054,18.892,16.25,64.75
90,2.1551,32.762,17.5,64.5
60,4.1863,25.942,27.75,80.75
75,1.9008,48.816,14.0,58.75
75,2.9288,22.381,14.75,63.75
75,3.4451,29.131,14.5,54.25
45,7.0891,29.781,14.25,69.75
60,6.3612,26.657,23.5,90.75
60,5.0011,27.596,22.25,77.25
105,2.2226,42.106,17.25,65.75
135,2.5341,25.636,20.75,62.25
60,6.5712,61.215,21.75,87.5
105,2.5969,50.649,16.75,67.5
165,6.1223,53.928,13.5,60.25
225,4.4314,30.406,16.75,60.0
90,7.1644,39.843,21.75,64.0
90,0.59119,57.282,18.75,78.5
195,0.68312,27.227,18.75,72.0
135,0.2571,14.657,21.25,72.0
195,2.7578,15.609000000000002,18.5,63.5
180,3.3107,58.338,12.75,64.5
165,2.3751,27.752,17.75,55.5
120,3.5617,26.85,18.5,60.25
75,2.3774,52.923,19.75,69.0
75,4.8883,51.975,21.25,75.0
150,2.329,30.66,16.0,60.75
150,4.9024,35.065,26.75,78.0
285,1.8161,58.965,33.75,85.25
210,0.66482,24.46,23.0,68.25
210,0.73365,63.777,24.0,81.25
225,0.5578,33.591,20.75,88.0
255,1.5575,25.768,20.5,74.0
225,1.406,30.586,21.25,66.0
240,1.2461,32.727,15.75,76.0
240,3.2871,54.423,21.5,80.0
210,3.4009,60.889,24.75,97.25
225,3.4641,46.067,27.5,89.5
195,3.6294,33.878,17.25,77.0
210,2.6256,57.738,18.25,75.75
195,4.3987,32.874,27.75,84.0
255,2.6388,46.911,26.5,104.75
240,3.8442,41.94300000000001,24.5,89.25
165,3.6824,49.347,37.5,72.0
165,3.9094,34.425,17.5,69.25
210,2.5279,48.569,22.0,65.5
165,4.0298,48.793,17.0,61.75
150,4.1315,25.447,25.0,70.25
195,4.3003,38.776,15.75,84.5
180,5.4475,32.424,15.5,74.0
135,6.2347,38.447,22.25,67.5
195,4.1066,49.273,18.0,83.0
240,4.3321,71.832,22.25,91.75
210,2.7576,21.944000000000006,26.0,69.5
180,5.4706,68.027,23.75,83.5
180,5.5299,32.4,19.5,97.0
225,4.0482,52.18600000000001,18.0,80.25
225,4.0675,43.512,16.25,74.5
180,4.7009,48.268,17.0,69.75
240,2.8892,32.673,19.0,67.75
270,3.4912,30.89,24.5,97.0
180,3.0849,63.628,18.75,78.75
180,4.8245,26.995,24.75,78.25
165,6.997000000000001,39.835,22.25,74.5
195,2.5652,75.407,17.25,93.75
195,3.7633,31.389,16.0,68.25
165,4.227,21.682,24.0,74.5
195,3.1112,52.94600000000001,16.75,60.5
120,6.4851,25.482,16.25,70.25
135,6.1792,25.365,21.75,72.75
135,6.4555,19.946,15.75,64.5
150,5.3968,44.723,34.75,77.25
180,4.5314,68.51,17.25,80.5
150,6.5808,27.787,13.5,61.5
150,6.7883,32.167,14.0,56.25
135,6.8867,36.204,21.25,69.5
150,5.5887,28.183000000000003,15.0,65.5
180,3.7967,53.49100000000001,17.0,58.75
165,5.9674,27.77,14.0,72.75
150,4.8464,28.128,15.5,69.5
135,5.5556,40.265,14.0,63.25
135,5.647,28.042,14.5,53.5
150,6.3735,46.108,11.5,51.75
180,5.5687,42.797,14.5,57.5
135,7.1332,28.028,13.0,59.0
135,6.6353,29.819000000000006,18.0,72.75
120,6.5997,25.885,15.5,66.5
120,6.284,25.635,16.5,62.5
135,6.404,34.255,15.0,62.0
195,4.1989,44.257,19.0,90.25
195,4.5968,22.344,13.5,68.25
180,4.0876,31.876,17.5,62.75
180,3.8216,39.977,18.75,59.5
135,3.4731,58.278,14.75,53.0
150,5.4635,27.782,16.5,68.75
210,2.9182,33.693000000000005,16.75,63.25
120,6.136,25.746,15.0,66.75
135,6.1892,60.779,18.75,74.0
135,5.7068,24.959,18.5,63.5
180,4.8457,28.653,20.0,65.5
135,6.2173,21.593000000000004,23.5,73.5
180,2.2724,36.364,17.25,70.25
195,4.2793,53.057,16.25,67.75
150,6.3173,20.934,15.5,63.0
165,3.938,39.456,12.75,55.0
135,6.3276,40.135,25.5,65.0
225,2.4562,56.007,17.0,66.25
180,4.5135,43.077,18.0,72.5
150,5.3071,36.328,18.5,86.75
105,7.5074,45.643,24.0,83.5
120,5.8547,36.451,16.75,73.5
150,5.369,32.713,28.0,79.0
165,4.8931,30.938,16.5,85.75
195,2.9522,60.902,26.25,96.5
165,4.7511,43.551,30.25,92.0
195,3.6508,34.084,34.75,100.75
195,3.9295,44.599,19.5,90.25
120,9.1593,10.427,13.75,60.25
120,11.785,9.5346,15.5,55.75
120,9.1735,22.632,18.75,64.0
120,11.313,11.887,16.5,56.25
135,9.1402,24.82,19.5,65.25
120,10.390999999999998,6.5591,17.0,58.75
135,10.683,10.211,17.25,58.25
120,8.648,27.43,19.5,67.25
120,11.127,13.005,18.0,60.5
135,8.36,23.803,19.75,61.5
120,10.267,9.4354,17.25,58.0
135,8.1457,11.586,15.75,60.5
120,10.903,9.5961,16.25,59.25
135,8.5478,30.429,19.0,62.75
120,10.335,9.6553,15.5,58.5
150,8.5625,18.445,20.25,67.75
135,10.800999999999998,9.6411,15.75,57.0
135,8.9122,26.031,19.75,63.75
135,10.878,12.776,15.75,58.0
105,9.0689,22.464,19.75,63.0
105,10.639,7.6762,16.25,58.75
120,8.8505,11.472,17.5,59.0
135,9.0922,9.8834,19.5,64.0
135,10.368,13.299,16.5,59.25
135,8.9462,21.85,19.25,64.5
120,10.819,12.62,16.5,59.5
105,7.9867,10.976,19.25,64.75
105,11.61,4.216,18.5,62.75
150,8.612,10.445,17.5,60.0
135,9.1209,4.4802,19.0,64.5
120,10.709,11.192,16.25,56.75
135,8.4026,27.207,19.25,65.25
120,9.7477,9.0106,17.5,61.75
135,9.1273,8.5651,13.5,54.5
135,8.2426,6.9499,19.5,61.5
135,8.9314,11.733,20.25,63.0
120,10.159,7.7491,15.5,57.0
120,8.5996,24.905,19.75,64.25
120,10.304,7.4389,17.5,59.25
150,8.3248,5.5777,15.75,59.75
135,8.8375,11.123,19.75,66.25
135,10.335,11.492,16.5,59.75
120,6.4509,11.657,19.5,65.5
105,11.746,6.1812,16.75,59.25
120,8.2414,7.9178,19.5,64.75
90,12.129,8.0134,16.75,59.0
90,12.158,12.767,17.5,58.75
120,9.47,20.816,20.0,69.0
120,10.807,11.581,15.75,53.25
150,9.004,23.811,19.5,66.5
120,10.363,10.146,16.0,57.75
120,8.2297,9.694,19.25,62.0
120,9.5415,12.073,15.5,57.75
135,9.0775,10.401,13.75,60.0
135,8.6843,11.914,19.75,65.75
135,10.185,11.461,16.0,58.25
120,8.793,12.251,19.75,63.25
135,10.431,9.9009,17.5,57.25
120,8.2541,9.162,18.25,62.25
120,11.182,11.835,16.5,57.25
135,8.7232,24.465,20.0,63.0
105,9.007,8.8762,19.5,63.25
135,9.8907,13.012,15.0,55.75
120,9.8512,21.969,16.25,54.75
135,8.4552,4.663,20.25,61.25
120,11.348,8.488,16.25,59.5
120,11.34,6.7516,16.0,58.25
135,8.9188,24.213,19.75,64.5
120,10.123,13.34,16.75,59.0
120,10.975,4.8955,15.5,57.0
120,8.9873,7.3221,19.75,67.75
135,10.058,8.1975,17.0,59.25
120,10.915,12.364,15.75,53.25
